-21.14257813,-23.68164063,-21.484375,-25.14648438,-25.73242188,-27.9296875,-14.55078125,-22.50976563,-25.43945313,-28.7109375,-25.29296875,-28.95507813,-26.07421875,-23.14453125,-24.8046875,-30.61523438,-29.63867188,-26.66015625,-20.94726563,-25.43945313,-24.90234375,-19.67773438,31.73828125,-13.671875,-43.9453125,0
-21.92382813,-23.92578125,-24.31640625,-25.34179688,-26.07421875,-25.24414063,-16.06445313,-22.75390625,-28.3203125,-29.24804688,-26.26953125,-27.39257813,-23.6328125,-23.48632813,-26.70898438,-31.0546875,-30.71289063,-26.12304688,-22.99804688,-27.09960938,-26.3671875,-23.33984375,22.4609375,-13.18359375,-40.52734375,0
-15.625,-19.7265625,-18.84765625,-21.58203125,-20.75195313,-21.72851563,-12.45117188,-20.41015625,-23.73046875,-25.92773438,-21.77734375,-23.58398438,-16.84570313,-22.0703125,-23.828125,-28.75976563,-28.41796875,-24.46289063,-21.38671875,-25.09765625,-24.26757813,-21.484375,33.69140625,-8.30078125,-38.57421875,0
-16.69921875,-13.72070313,-20.36132813,-20.84960938,-24.16992188,-22.02148438,-10.98632813,-16.35742188,-25.5859375,-24.95117188,-25.68359375,-25.24414063,-22.99804688,-17.67578125,-24.95117188,-27.78320313,-28.85742188,-25.53710938,-19.3359375,-24.31640625,-24.51171875,-17.91992188,41.9921875,-7.32421875,-38.57421875,0
-19.3359375,-17.62695313,-20.41015625,-26.46484375,-27.39257813,-29.8828125,-9.27734375,-18.359375,-24.609375,-30.51757813,-28.66210938,-33.83789063,-32.6171875,-18.70117188,-24.609375,-31.88476563,-33.74023438,-32.66601563,-18.5546875,-26.61132813,-28.46679688,-18.40820313,37.109375,-15.13671875,-49.8046875,0
0.09765625,6.73828125,2.880859375,-2.001953125,-4.00390625,-5.517578125,14.2578125,6.201171875,-0.146484375,-4.736328125,-3.955078125,-8.203125,-6.103515625,6.396484375,0.048828125,-7.568359375,-7.91015625,-6.787109375,7.2265625,-0.29296875,-2.197265625,9.228515625,53.7109375,-1.46484375,-41.015625,0
-12.890625,-6.689453125,-10.88867188,-15.18554688,-15.86914063,-17.82226563,0,-8.447265625,-14.50195313,-18.65234375,-17.67578125,-22.265625,-22.265625,-9.9609375,-15.08789063,-24.31640625,-24.36523438,-24.65820313,-11.03515625,-19.3359375,-20.8984375,-12.54882813,31.25,-24.90234375,-59.08203125,0
-18.9453125,-12.45117188,-15.52734375,-17.82226563,-19.62890625,-20.16601563,-6.8359375,-13.37890625,-19.48242188,-21.875,-19.38476563,-22.60742188,-19.28710938,-14.11132813,-19.48242188,-27.9296875,-26.3671875,-22.55859375,-12.79296875,-21.33789063,-22.41210938,-15.13671875,36.1328125,-24.4140625,-58.59375,0
-21.82617188,-9.130859375,-16.16210938,-17.3828125,-22.31445313,-19.82421875,-0.634765625,-8.740234375,-18.06640625,-19.67773438,-20.3125,-20.60546875,-17.87109375,-8.935546875,-17.04101563,-24.65820313,-22.41210938,-20.26367188,-6.15234375,-15.4296875,-16.015625,-6.591796875,28.80859375,-30.2734375,-60.546875,0
-19.67773438,-8.837890625,-11.57226563,-16.2109375,-19.82421875,-19.7265625,1.513671875,-7.6171875,-14.69726563,-17.13867188,-16.94335938,-19.97070313,-22.0703125,-4.39453125,-13.13476563,-20.60546875,-18.89648438,-16.25976563,-2.5390625,-11.66992188,-12.20703125,-3.515625,33.203125,-29.78515625,-45.8984375,0
-31.73828125,-19.53125,-24.90234375,-28.27148438,-32.86132813,-30.6640625,-13.42773438,-20.16601563,-28.80859375,-30.078125,-31.29882813,-30.51757813,-29.54101563,-19.921875,-29.1015625,-34.13085938,-33.69140625,-30.46875,-18.79882813,-27.44140625,-26.70898438,-21.09375,28.3203125,-46.38671875,-54.6875,0
-27.05078125,-16.40625,-18.9453125,-27.05078125,-29.19921875,-32.47070313,-6.4453125,-17.08984375,-22.41210938,-27.05078125,-27.05078125,-31.15234375,-30.6640625,-17.48046875,-22.21679688,-31.54296875,-29.6875,-27.58789063,-12.6953125,-20.55664063,-21.43554688,-13.62304688,39.55078125,-44.921875,-53.7109375,0
-26.22070313,-11.18164063,-16.89453125,-23.046875,-28.90625,-31.68945313,-5.517578125,-12.64648438,-20.06835938,-23.4375,-26.171875,-29.6875,-35.25390625,-14.30664063,-20.60546875,-26.66015625,-26.7578125,-25.9765625,-10.7421875,-18.65234375,-19.3359375,-13.42773438,42.48046875,-43.9453125,-49.31640625,0
-16.06445313,-4.296875,-6.689453125,-11.18164063,-15.86914063,-16.89453125,-1.025390625,-3.80859375,-8.740234375,-10.59570313,-13.52539063,-15.33203125,-18.01757813,-3.857421875,-8.544921875,-14.16015625,-14.30664063,-11.66992188,1.3671875,-6.25,-7.6171875,-0.634765625,24.4140625,-47.8515625,-55.6640625,0
-16.25976563,-5.712890625,-5.322265625,-10.79101563,-13.8671875,-17.43164063,-5.908203125,-7.12890625,-8.544921875,-10.79101563,-11.66992188,-17.04101563,-19.3359375,-9.130859375,-9.375,-15.0390625,-16.6015625,-14.79492188,-4.248046875,-10.64453125,-11.08398438,-7.2265625,16.6015625,-63.96484375,-71.77734375,0
-9.814453125,4.8828125,1.513671875,-6.640625,-8.056640625,-12.54882813,7.6171875,1.5625,-1.513671875,-5.712890625,-6.73828125,-13.33007813,-17.67578125,-1.26953125,-2.392578125,-10.49804688,-11.03515625,-9.5703125,3.02734375,-3.7109375,-5.029296875,1.318359375,36.62109375,-56.15234375,-74.70703125,0
-15.33203125,1.171875,-4.736328125,-13.03710938,-15.8203125,-17.7734375,6.005859375,0.390625,-7.421875,-11.71875,-15.18554688,-19.62890625,-26.5625,-0.732421875,-7.470703125,-15.0390625,-18.06640625,-17.3828125,1.171875,-8.7890625,-9.912109375,0.244140625,42.48046875,-38.0859375,-76.66015625,0
-4.931640625,9.5703125,5.17578125,-1.708984375,-4.6875,-6.689453125,8.056640625,7.177734375,-0.439453125,0.29296875,-4.638671875,-5.810546875,-13.28125,4.00390625,-0.537109375,-4.98046875,-8.642578125,-3.80859375,7.763671875,1.26953125,2.9296875,8.69140625,61.03515625,-27.83203125,-77.1484375,0
-1.46484375,11.62109375,7.080078125,-1.3671875,-3.564453125,-10.98632813,14.40429688,7.373046875,2.63671875,-1.3671875,-3.271484375,-10.9375,-16.6015625,4.150390625,3.076171875,-6.005859375,-8.69140625,-6.73828125,8.447265625,2.490234375,1.708984375,9.033203125,60.546875,-23.4375,-89.35546875,0
-13.0859375,-1.07421875,-8.447265625,-13.62304688,-20.45898438,-23.68164063,-3.3203125,-7.861328125,-17.23632813,-18.01757813,-21.38671875,-28.56445313,-36.47460938,-15.47851563,-20.26367188,-23.68164063,-30.12695313,-28.27148438,-19.82421875,-26.12304688,-25.92773438,-29.39453125,67.3828125,-11.71875,-104.0039063,0
-9.08203125,-1.123046875,-4.4921875,-10.40039063,-17.08984375,-24.12109375,-1.416015625,-6.34765625,-12.5,-15.67382813,-18.75,-25.53710938,-30.76171875,-13.4765625,-15.72265625,-20.65429688,-25.29296875,-22.8515625,-14.79492188,-20.5078125,-20.06835938,-22.94921875,74.21875,-7.32421875,-115.234375,0
-9.033203125,-4.4921875,-5.322265625,-12.64648438,-17.43164063,-26.171875,-3.662109375,-10.15625,-13.03710938,-16.89453125,-21.09375,-31.34765625,-35.64453125,-16.30859375,-15.86914063,-21.6796875,-28.125,-28.36914063,-18.359375,-22.90039063,-25.73242188,-28.02734375,71.77734375,1.953125,-127.4414063,0
-9.130859375,-1.5625,-6.34765625,-11.23046875,-19.04296875,-25.24414063,-3.7109375,-8.154296875,-14.40429688,-15.72265625,-22.80273438,-31.20117188,-39.35546875,-12.74414063,-16.94335938,-20.21484375,-28.80859375,-29.8828125,-17.43164063,-23.33984375,-28.27148438,-29.93164063,71.77734375,-0.48828125,-137.2070313,0
-4.00390625,0.1953125,-4.736328125,-11.96289063,-18.5546875,-25.48828125,0.87890625,-6.8359375,-14.20898438,-18.5546875,-24.12109375,-32.76367188,-39.79492188,-11.47460938,-16.796875,-21.63085938,-29.44335938,-29.00390625,-15.625,-22.0703125,-26.12304688,-24.90234375,87.40234375,16.11328125,-125.4882813,0
-3.076171875,2.9296875,-2.197265625,-10.59570313,-16.89453125,-23.58398438,7.666015625,-3.759765625,-11.18164063,-16.84570313,-22.11914063,-28.22265625,-29.19921875,-4.39453125,-13.72070313,-17.82226563,-25.04882813,-23.53515625,-8.251953125,-16.50390625,-19.921875,-14.79492188,83.49609375,17.578125,-124.5117188,0
-2.24609375,0.048828125,-2.24609375,-11.86523438,-15.86914063,-26.07421875,4.1015625,-6.591796875,-11.5234375,-17.3828125,-21.09375,-30.37109375,-36.62109375,-7.03125,-13.671875,-20.26367188,-25.63476563,-24.609375,-10.3515625,-17.23632813,-19.77539063,-16.84570313,80.56640625,12.20703125,-118.1640625,0
0.341796875,0.87890625,0.09765625,-6.982421875,-10.88867188,-18.99414063,5.712890625,-3.41796875,-7.91015625,-12.84179688,-14.6484375,-22.36328125,-26.61132813,-3.515625,-8.984375,-15.57617188,-20.41015625,-18.11523438,-7.32421875,-13.81835938,-17.28515625,-13.52539063,80.56640625,5.859375,-117.6757813,0
-13.96484375,-4.541015625,-12.59765625,-15.86914063,-23.2421875,-28.515625,-2.001953125,-8.3984375,-18.70117188,-20.94726563,-26.46484375,-30.56640625,-40.67382813,-8.10546875,-19.18945313,-21.19140625,-29.34570313,-28.22265625,-15.234375,-21.63085938,-24.21875,-21.19140625,72.265625,-7.8125,-117.1875,0
